source_csv,offer_url,already_in_source_csv
processus_ouverts.csv,https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays?workerSubType=6139d325cdcc1001a72ceb63d5d60001&locations=1ab48a98eb7c1001633eb0711e740000&acm=8736272&alrpm=ALL&ascf=%5B%7B%22key%22%3A%22custom_fields.MultiValueField3%22%2C%22value%22%3A%22Internships+Investment+Banking%22%7D%5D,True
processus_ouverts.csv,https://careers.marsh.com/global/en/job/R_363389/Oliver-Wyman-Summer-Internship-2027-London,True
processus_ouverts.csv,https://job-boards.eu.greenhouse.io/mangroup/jobs/4969143101,True
processus_ouverts.csv,https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Commodities-Trading-Summer-Analyst-Internship-Programme--Summer-2027-_R1335-1,True
processus_ouverts.csv,https://job-boards.greenhouse.io/embed/job_app?for=gsacapital&token=8570661002,True
processus_ouverts.csv,https://jobs.smartrecruiters.com/Wiser/744000146672822-debt-advisory-summer-internship-2027-evercore?trid=Trackr&dcr_ci=Trackr,True
processus_ouverts.csv,https://alantra.wd3.myworkdayjobs.com/en-US/Alantra/job/FIG-Summer-Internship--London--UK-_JR489-1,True
processus_ouverts.csv,https://nomuracampus.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/user-598163/xf-1181ef381c7b/candidate/so/pm/1/pl/1/opp/1426-2027-Investment-Banking-Client-Financing-Solutions-Summer-Internship-London/en-GB,True
processus_ouverts.csv,https://job-boards.greenhouse.io/dvtrading/jobs/4719135005,True
processus_ouverts.csv,https://job-boards.eu.greenhouse.io/isam/jobs/4949792101,True
processus_ouverts.csv,https://pimco.wd1.myworkdayjobs.com/en-US/pimco-careers/jobs?jobFamilies=b27adc21fb8410010c147bdeecc60000&locationCountry=29247e57dbaf46fb855b224e03170bc7,True
processus_ouverts.csv,https://jobs.smartrecruiters.com/SocieteGenerale4/744000147858489-global-markets-2027-summer-internship-rotational-programme-8-weeks-?trid=Trackr&dcr_ci=Trackr,True
processus_ouverts.csv,https://wd1.myworkdaysite.com/en-US/recruiting/wf/WellsFargoJobs/job/EMEA-Commercial-Real-Estate-Analyst_R-571086-1,True
processus_ouverts.csv,https://careers.db.com/students-graduates/Search-Programmes#/graduate/results/?location=71,True
processus_ouverts.csv,https://eedu.fa.em3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1003/jobs?keyword=%22internship%22&lastSelectedFacet=TITLES&location=United+Kingdom&locationId=300000000346431&locationLevel=country&mode=location&selectedLocationsFacet=300000000346893%3B300000000346431&selectedTitlesFacet=XI%3BXG,True
processus_ouverts.csv,https://job-boards.greenhouse.io/virtu/jobs/8547254002,True
processus_ouverts.csv,https://recruitment.macquarie.com/en_US/careers/JobDetail?jobId=23630,True
processus_ouverts.csv,https://carreiras.btgpactual.com/vagas/hr/summer-undergrad-2027/6113588004,True
processus_ouverts.csv,https://apply.workable.com/capula-investment-management-ltd/j/A15A62A8BE,True
processus_ouverts.csv,https://careers-hines.icims.com/jobs/search?ss=1&searchPositionType=8710&searchLocation=13702--London,True
processus_ouverts.csv,https://wd1.myworkdaysite.com/en-US/recruiting/wf/WellsFargoJobs/job/EMEA-Markets-Summer-Analyst_R-570663,True
processus_ouverts.csv,https://pwpcareers.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/user-131851/xf-b16b55460bb6/wid-1/candidate/so/pm/1/pl/2/opp/1098-2027-Advisory-Summer-Analyst-Programme-Munich-London/en-GB,True
processus_ouverts.csv,https://jefferies.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/candidate/so/pm/1/pl/2/opp/1953-2027-Quant-Masters-Summer-Programme-London/en-GB,True
processus_ouverts.csv,https://pjtpartners.wd1.myworkdayjobs.com/en-US/Students/job/XMLNAME-2027-Summer-Analyst--Corporate-Rotational--London_R0003512,True
processus_ouverts.csv,https://jefferies.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/candidate/so/pm/1/pl/2/opp/1792-2027-Investment-Banking-Summer-Internship-Programme-London/en-GB,True
processus_ouverts.csv,https://www.hudsonrivertrading.com/careers?job-type=internship%2C&locations=london%2C&job-category=strategy-development%2C,True
processus_ouverts.csv,https://campusjobs.mlp.com/careers?location=London%2C+London%2C+United+Kingdom&pid=755957819772&domain=mlp.com&sort_by=relevance&triggerGoButton=false,True
processus_ouverts.csv,https://www.mckinsey.com/careers/search-jobs/jobs/businessanalystintern-15275,True
processus_ouverts.csv,https://pjtpartners.wd1.myworkdayjobs.com/en-US/Students/job/XMLNAME-2027-Summer-Analyst--PJT-Park-Hill---Private-Capital-Solutions--London_R0003511,True
processus_ouverts.csv,https://recruitment.macquarie.com/en_US/careers/JobDetail?jobId=23634,True
processus_ouverts.csv,https://the-trackr.com/wp-content/uploads/2026/08/WS-Intern-Brochure-2026.pdf,True
processus_ouverts.csv,https://campusjobs.mlp.com/careers/job/755957778828,True
processus_ouverts.csv,https://mufgub.wd3.myworkdayjobs.com/en-US/MUFG-EarlyCareers/job/XMLNAME-2027-MUFG-UK-Summer-Analyst-Programme--Internal-Audit_10079263-WD,True
processus_ouverts.csv,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210773470,True
processus_ouverts.csv,https://jobs.smartrecruiters.com/Wiser/744000146672827-resa-summer-internship-2027-evercore?trid=Trackr&dcr_ci=Trackr,True
processus_ouverts.csv,https://mufgub.wd3.myworkdayjobs.com/en-US/MUFG-EarlyCareers/job/XMLNAME-2027-MUFG-UK-Summer-Analyst-Programme--Capital-Markets_10079265-WD,True
processus_ouverts.csv,https://jobs.smartrecruiters.com/Wiser/744000143764788-m-a-advisory-summer-internship-2027-evercore?trid=Trackr&dcr_ci=Trackr,True
processus_ouverts.csv,https://apptrkr.io/ardea-partners-summer-internship-2027,True
processus_ouverts.csv,https://db.recsolu.com/external/requisitions/LfT_-o3NuRWBauJ393Re6A,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-global-markets-summer-internship-london-37880,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-banking-summer-internship-london-37876,False
processus_ouverts.csv,https://db.recsolu.com/external/requisitions/UTZlPBkbaMEeBG_Pn_V1Uw,False
processus_ouverts.csv,https://db.recsolu.com/external/requisitions/ToaTYkvg_PZKQ6Jnlh1P4w,False
processus_ouverts.csv,https://hl.wd1.myworkdayjobs.com/en-US/Campus/job/XMLNAME-2027-Summer-Financial-Analyst---Capital-Solutions--London_R3517,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-finance-summer-internship-london-37879,False
processus_ouverts.csv,https://hl.wd1.myworkdayjobs.com/en-US/Campus/job/XMLNAME-2027-Summer-Financial-Analyst---Corporate-Finance--M-A-_R3564,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-global-transaction-banking-summer-internship-london-37881,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-risk-and-credit-risk-summer-internship-london-37883,False
processus_ouverts.csv,https://careers.db.com/students-graduates/Search-Programmes,False
processus_ouverts.csv,https://hl.wd1.myworkdayjobs.com/en-US/Campus/job/Summer-Financial-Analyst-2027---Financial-Restructuring--London_R3495,False
processus_ouverts.csv,https://www.grb.uk.com/internships/mizuho-banking-emea-operations-summer-internship-london-37878,False
processus_ouverts_fr_off_cycle.csv,https://tikehau-capital-career.talentview.io/jobs/yl932l,True
processus_ouverts_fr_off_cycle.csv,https://morganstanley.tal.net/vx/lang-en-GB/mobile-0/brand-2/user-5764832/xf-854c2833f441/candidate/jobboard/vacancy/1/adv?f_Item_Opportunity_17058_lk=134366&f_Item_Opportunity_17048_lk=775&f_Item_Opportunity_17051_lk=1036,True
processus_ouverts_fr_off_cycle.csv,https://app-accuracy.bc.direct/recruitment/career/5ee62d016b800f0fc8e70d1c/67497e3e7547b7900c737aa7,True
processus_ouverts_fr_off_cycle.csv,https://icbpjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/LazardStudentCareers/jobs?keyword=%22Internship%22+AND+2027&location=France&locationId=300000000798421&locationLevel=country&mode=location,True
processus_ouverts_fr_off_cycle.csv,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/details/Banking-Off-Cycle-Internship-Programme-2027-Paris_JR-0000124856?workerSubType=6139d325cdcc1001a72ceb63d5d60001&locations=5311bdbd43ba1001934579bf54400000,True
processus_ouverts_fr_off_cycle.csv,https://tikehau-capital-career.talentview.io/en?distance=50&lat=48.8575475&lon=2.3513765&city=Paris&iso_country=FR&place=Paris%2C+France,True
processus_ouverts_fr_off_cycle.csv,https://recruitment.macquarie.com/en_US/careers/JobDetail?jobId=23845,True
processus_ouverts_fr_off_cycle.csv,https://nomuracampus.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/user-598163/xf-5eab17dcb829/candidate/so/pm/1/pl/1/opp/1429-2027-Investment-Banking-Off-Cycle-Internship-Paris-January-start/en-GB,True
processus_ouverts_fr_off_cycle.csv,https://evercore.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-6/xf-d9ef080f2534/candidate/so/pm/1/pl/2/opp/3145-Paris-Off-Cycle-Internship-Telecoms-Team-January-June-2027/en-GB,True
processus_ouverts_fr_off_cycle.csv,https://morganstanley.tal.net/vx/lang-en-GB/mobile-0/brand-2/user-5764832/xf-27ae6f5d3480/candidate/so/pm/1/pl/1/opp/21762-2027-Investment-Management-Off-Cycle-Internship-Real-Estate-Investing-Paris/en-GB,True
processus_ouverts_fr_off_cycle.csv,https://ekbq.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/1972,True
processus_ouverts_fr_off_cycle.csv,https://jobs.50skills.com/stifel/en/38558,True
processus_ouverts_fr_off_cycle.csv,https://ekbq.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/1969,True
processus_ouverts_fr_off_cycle.csv,https://rothschildandco.tal.net/vx/lang-en-GB/mobile-0/appcentre-ext/brand-4/xf-d6704325bf37/candidate/jobboard/vacancy/2/adv?f_Item_Opportunity_78763_lk=523244&f_Item_Opportunity_60426_lk=520145,True
processus_ouverts_uk_off_cycle.csv,https://rothschildandco.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/xf-d141ac0df40b/candidate/so/pm/1/pl/2/opp/1012-2027-Five-Arrows-Private-Equity-Long-Term-Internship-London/en-GB,True
processus_ouverts_uk_off_cycle.csv,https://www.capvest.com/intern,True
processus_ouverts_uk_off_cycle.csv,https://pjtpartners.wd1.myworkdayjobs.com/en-US/Students/job/XMLNAME-2027-January-Off-Cycle-Analyst--PJT-Park-Hill---Private-Capital-Solutions--London_R0003509,True
processus_ouverts_uk_off_cycle.csv,https://db.recsolu.com/external/requisitions/QR1LMGsAdVjtXjbiHEKO3w,False
processus_ouverts_uk_off_cycle.csv,https://db.recsolu.com/external/requisitions/I3F2IKv-T8rAZPMXEG1_rw,False
processus_ouverts_hk_summer.csv,https://www.flowtraders.com/careers/job-description/8102618,True
processus_ouverts_hk_summer.csv,https://pjtpartners.wd1.myworkdayjobs.com/en-US/Students/job/XMLNAME-2027-Summer-Analyst--Strategic-Advisory---Restructuring--Hong-Kong_R0003501,True
processus_ouverts_hk_summer.csv,https://www.quantbot.com/careers?gh_jid=4348629009,True
processus_ouverts_hk_summer.csv,https://www.janestreet.com/join-jane-street/open-roles?type=students-and-new-grads&location=hong-kong&duration=may-august,True
processus_ouverts_hk_summer.csv,https://pimco.wd1.myworkdayjobs.com/en-US/pimco-careers/job/XMLNAME-2027-Summer-Internship---Account-Analyst--APAC_R106818-1,True
processus_ouverts_hk_summer.csv,https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher--Summer-Internship-_REQ8057,True
processus_ouverts_hk_summer.csv,https://citi.wd5.myworkdayjobs.com/2/jobs?Country_and_Jurisdiction=d4afdeb461d446e4babd204bd102dba8&workerSubType=e32326e1708d0198ff5d26724901a2dd,True
processus_ouverts_hk_summer.csv,https://simon-kucher.csod.com/ux/ats/careersite/6/home/requisition/1923?c=simon-kucher&lang=en-US,True
processus_ouverts_hk_summer.csv,https://www.squarepoint-capital.com/open-opportunities?lvl=Internship&loc=63648,True
